35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,11,54
11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,11,54
35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
35,35,35,6,35,53,53,35,6,35,35,54,54,35,6,35,35,35,35,6,35,54,54,35,35,6,35,35,53,53,35,54
35,35,35,6,35,53,53,35,6,35,35,54,54,35,6,35,35,35,35,6,35,54,54,35,35,6,35,35,53,53,35,54
34,34,34,6,34,53,55,34,6,34,34,54,55,34,6,34,34,34,34,6,34,54,55,34,34,6,34,34,53,55,34,54
35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26
26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,57
26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,56
0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,0,0,0,0
0,57,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,0,0,0
0,56,0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,0,0
0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,35,0,0,0,0,26,26,35,35,35,35,35,35,35,35,35,0
35,0,55,0,0,26,26,35,35,35,35,35,35,35,35,35,0,0,49,50,0,26,26,35,35,35,35,35,35,35,35,0
35,0,55,0,0,0,26,26,35,35,35,35,35,35,35,35,0,0,81,82,0,0,26,26,35,35,35,35,35,35,35,0
35,0,0,0,0,0,0,26,26,35,35,0,0,0,35,35,0,0,0,0,0,0,0,26,26,35,35,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,0,0,0,0,0,57,0
0,0,0,0,0,73,74,0,0,0,0,0,57,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,56,0
35,35,35,35,35,35,35,35,35,35,35,0,56,0,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
